"Symbol","Company Name","ADTValue","Beta","Weighted Score","Wtd Sortino","Wtd BullishVolume","Wtd PriceUp","TDI","TII","MFI","Weighted Score","30D Max Move %","2x Offset Weighted Score","DeltaWeightedScore %","Price last week","Price this week","Price move %"
"CACI","CACI International Inc","12197025","42.15","61.173","75.4792","55.027","53.01207","9.048785","41.70835","53.69444","61.173","3.28","58.543","4.49","294.62","308.09","4.57",""
"COLL","Collegium Pharmaceutical Inc","2785474","-27.3","61.167","76.4244","58.333","48.74501","26.247385","0","52.81936","61.167","5.87","65.09","-6.03","22.32","21.63","-3.09",""
"BBIO","BridgeBio Pharma Inc","15412748","74.2","61.149","81.354","55.313","46.78","53.400635","100","60.54323","61.149","1.03","59.955","1.99","13.44","14.26","6.1",""
"PRGS","Progress Software Corporation","3474454","2.2","61.12","79.1477","54.882","49.32939","50","85.48761","55.0772","61.12","8.84","62.798","-2.67","59.94","60.02","0.13",""
"ACCD","Accolade Inc","677742","50","61.11","74.5235","57.996","50.80956","50","100","61.11464","61.11","9.96","58.711","4.09","11.21","13.07","16.59",""
"ARRY","Array Technologies Inc","1305274359","72.7","61.094","83.4744","50.4","49.40626","32.116115","29.28354","52.06831","61.094","19.68","61.472","-0.61","23.33","23.76","1.84",""
"IMAX","Imax Corp","25187467","25.25","61.073","80.6396","56.455","46.12368","62.34639","99.79319","60.69536","61.073","6.49","58.281","4.79","17.57","18.05","2.73",""
"PBF","PBF Energy Inc","21896","64","61.068","85.0136","48.983","49.20818","31.29996","32.40042","53.98029","61.068","10.74","65.668","-7","38.76","37.17","-4.1",""
"AVGO","Broadcom Inc","1019239","88.95","61.066","80.2914","52.342","50.56516","71.64893","100","58.08827","61.066","46.18","61.252","-0.3","747.43","812","8.64",""
"ABG","Asbury Automotive Group Inc","26333604","100","61.055","74.6452","55.879","52.63957","50","23.0042","51.34402","61.055","7.7","64.578","-5.46","210.04","218.49","4.02",""
"HDSN","Hudson Technologies Inc","22822176","34.15","61.037","80.7222","53.622","48.76571","0","0","39.74864","61.037","15.3","65.22","-6.41","9.09","9.21","1.32",""
"BA","Boeing Co","12852959","54.65","61.036","74.4249","54.916","53.76694","35.802815","39.30833","60.66101","61.036","3.48","60.24","1.32","201.6","213.32","5.81",""
"CTVA","Corteva, Inc","15629831","63","61.03","76.6675","53.275","53.14708","11.864675","14.93037","51.04205","61.03","0","61.05","-0.03","55.18","55.92","1.34",""
"CMG","CHIPOTLE MEXICAN GRILL ORD","49894660","9.9","61.029","76.7086","53.219","53.15989","61.162495","100","61.67959","61.029","18.54","56.333","8.34","2057","2062.23","0.25",""
"FLR","Fluor Corporation","52016420","100","61.029","78.2007","54.939","49.94728","0","0.16678","51.30655","61.029","1.45","66.795","-8.63","26.88","29.53","9.86",""
"NUE","Nucor Corp","40238222","88.75","61.006","78.1125","53.494","51.41168","37.9268","9.91809","52.51681","61.006","0.51","63.914","-4.55","135.05","141.29","4.62",""
"MCBC","Macatawa Bank Corporation","1929710","50","61.002","73.0897","65.111","44.80512","0","0","45.76751","61.002","0.5","61.853","-1.38","8.82","9.26","4.99",""
"NWG","Natwest Group PLC","8389041","52.3","60.965","72.4934","55.85","54.55178","31.18557","0","59.5717","60.965","1.45","61.137","-0.28","6.64","6.67","0.45",""
"MLI","Mueller Industries Inc","1215530","100","60.942","79.404","51.842","51.58019","50","72.57874","51.8028","60.942","14.36","65.079","-6.36","75.85","78.81","3.9",""
"ALNY","Alnylam Pharmaceuticals Inc","362616384","78.75","60.938","77.8058","57.227","47.78024","25.922095","0.78208","44.50881","60.938","3.78","59.406","2.58","186.5","193.67","3.84",""
"EIX","EDISON INTERNATIONAL ORD","84589344","4.4","60.914","77.2984","52.631","52.81301","85.59763","96.59711","58.24138","60.914","1.93","58.834","3.54","65.6","66.68","1.65",""
"TIMB","TIM Participacoes SA","58114192","44.55","60.886","75.1445","57.654","49.85957","100","100","51.38511","60.886","7.1","57.756","5.42","14.38","14.16","-1.53",""
"HSTM","HealthStream Inc","694402","50","60.873","77.761","54.353","50.50407","100","100","51.04769","60.873","1.47","58.623","3.84","23.6","24.1","2.12",""
"UTL","UNITIL Corporation","73877977","17.85","60.862","78.8021","53.33","50.45282","100","99.90778","47.73183","60.862","0.47","58.354","4.3","53.44","53.78","0.64",""
"MDLZ","Mondelez International, Inc","28606084","7.25","60.835","78.8809","50.017","53.60828","98.177065","95.83168","49.34456","60.835","10.32","56.629","7.43","75.01","74.27","-0.99",""
"DCPH","Deciphera Pharmaceuticals LLC","10489345","50","60.826","74.9534","59.098","48.42572","50","0","50.44644","60.826","2.66","60.721","0.17","14.04","14.08","0.28",""
"XYF","X Financial Class A","248793","50","60.816","74.9338","62.544","44.96907","36.565555","5.85404","59.29732","60.816","30.81","59.797","1.7","3.21","3.85","19.94",""
"PACB","Pacific Biosciences of California","214365187","100","60.783","75.44","60.037","46.87066","42.875485","48.72051","54.67495","60.783","22.64","58.454","3.98","12.07","13.49","11.76",""
"TPR","Tapestry Inc","367352417","84","60.782","76.2784","52.669","53.39936","37.921635","3.61902","56.22763","60.782","5.34","61.355","-0.93","40.74","42.4","4.07",""
"NOG","Northern Oil & Gas Inc","50757096","39.35","60.775","79.2121","50.044","53.06923","13.51202","35.94101","42.66311","60.775","2.83","60.484","0.48","31.18","31.39","0.67",""
"SLAB","Silicon Laboratories Inc","307914","50","60.769","75.0188","58.106","49.18354","50","77.68446","49.21748","60.769","1.11","61.805","-1.68","141.16","145.86","3.33",""
"AGM","Federal Agricultural Mortgage","650938347","64","60.756","79.2928","51.35","51.62454","50","41.8947","55.64385","60.756","5.69","65.645","-7.45","135.69","140.81","3.77",""
"ARCB","ArcBest Corp","150481253","95.25","60.738","78.5635","54.615","49.03671","50","92.5769","51.82639","60.738","1.37","62.726","-3.17","87.14","87.2","0.07",""
"CIR","CIRCOR International Inc","60332145","100","60.723","76.9219","56.449","48.79921","76.72673","95.92921","52.05393","60.723","14.1","61.557","-1.35","29.14","31.67","8.68",""
"MANH","Manhattan Associates Inc","5682289","38.9","60.72","75.9111","54.488","51.75955","51.64281","100","55.03805","60.72","18.39","57.901","4.87","176","185.46","5.38",""
"PD","Pagerduty Inc","1670661","50","60.713","76.1662","56.259","49.71274","58.22432","97.30443","60.89305","60.713","0.71","57.796","5.05","26.43","23","-12.98",""
"TSCO","Tractor Supply Co","9674795","22.75","60.711","78.6737","49.871","53.58758","50","99.7232","50.45393","60.711","0.68","58.006","4.66","211.04","211.19","0.07",""
"LSI","Life Storage Inc","225128200","38.55","60.709","73.9465","57.838","50.34146","57.239075","100","61.27935","60.709","3.69","57.986","4.7","128.96","129.06","0.08",""
"ERF","Enerplus Corp","432827645","100","60.708","76.8051","52.922","52.39714","0","0","47.6529","60.708","3.9","63.091","-3.78","14.61","14.75","0.96",""
"CPB","Campbell Soup Company","8755871","1.15","60.7","80.2766","50.753","51.06972","65.56176","92.50433","45.51005","60.7","0.75","60.361","0.56","51.28","51.47","0.37",""
"SAGE","Sage Therapeutic","155351016","27.15","60.696","77.7318","52.156","52.19906","50","62.37232","52.82743","60.696","17.12","59.621","1.8","49.36","49.82","0.93",""
"BRKR","Bruker Corp","323601759","15.1","60.694","79.4624","51.334","51.28652","85.38584","100","56.36324","60.694","2.84","57.21","6.09","71.08","71.39","0.44",""
"MMC","MARSH AND MCLENNAN ORD","2526806","31.9","60.692","76.9101","52.649","52.5154","31.76981","32.32696","51.98284","60.692","1.35","56.557","7.31","173.68","176.4","1.57",""
"WOR","Worthington Industries Inc","1141948","100","60.686","75.825","52.973","53.26041","50","85.06977","61.13385","60.686","0.34","59.899","1.31","57.78","59.93","3.72",""
"AVAV","AeroVironment Inc","19773636","-43.55","60.668","80.3951","51.948","49.65952","94.247885","100","60.43839","60.668","8.43","56.947","6.53","92.04","98.84","7.39",""
"HZNP","Horizon Therapeutics Public Limited Company","129708303","70.6","60.659","78.8383","54.202","48.93521","24.31769","19.68853","50.98215","60.659","0.71","60.265","0.65","99.69","99.93","0.24",""
"SNDX","Syndax Pharmaceuticals Inc","17975847","3.6","60.659","74.4541","58.164","49.35797","0","0","50.3912","60.659","7.23","62.94","-3.62","20.22","20.47","1.24",""
"INSP","Infospace Inc","604091","75.5","60.653","79.7431","54.264","47.95171","19.765275","14.46109","51.98351","60.653","18.18","59.688","1.62","296.43","309.69","4.47",""
"ENS","EnerSys","41319478","100","60.64","75.5761","54.64","51.70535","42.03818","26.11358","56.69247","60.64","24.14","62.816","-3.46","97.19","103.22","6.2",""
"JAKK","JAKKS Pacific Inc","248349082","36.15","60.603","81.4188","48.38","52.01084","25.136335","19.67424","58.00795","60.603","18.89","60.331","0.45","23.23","21.66","-6.76",""
"RVMD","Revolution Medicines Inc","218992653","20.55","60.6","73.31","59.908","48.58241","14.119825","3.42701","51.01962","60.6","12.04","59.909","1.15","25.37","25.57","0.79",""
"IMXI","International Money Express Inc","27840358","32.6","60.59","79.8815","50.242","51.64622","67.713885","95.58556","59.87832","60.59","5.12","60.92","-0.54","22.44","23.61","5.21",""
"VRSN","Verisign Inc","331734723","63.75","60.578","71.4931","57.655","52.58734","50","42.7172","47.44355","60.578","6.37","57.423","5.49","224.31","226.97","1.19",""
"AEM","Agnico Eagle Mines Limited","1508551","-30.25","60.575","74.0604","55.197","52.46612","61.096575","63.87557","54.4359","60.575","8.04","54.636","10.87","51.86","51.95","0.17",""
"GEOS","Geospace Technologies Corporation","18575348","50","60.558","81.4969","48.033","52.14388","95.70445","100","65.6683","60.558","13.79","59.473","1.82","8.51","8.04","-5.52",""
"WDS","Woodside Energy Group Ltd","10353374","64.05","60.529","73.8318","58.475","49.27913","0","0","42.89113","60.529","3.13","61.663","-1.84","22.88","23.28","1.75",""
"TMST","Timkensteel Corp","12011450","50","60.528","72.8591","57.81","50.91402","9.141005","0","56.20273","60.528","2.96","61.214","-1.12","17.65","18.38","4.14",""
"UHS","Universal Health Services, Inc","4827748","55.45","60.527","71.833","59.641","50.10791","14.73847","2.07208","51.90827","60.527","10.17","57.423","5.41","127.39","135.46","6.33",""
"VOYA","Voya Financial, Inc","4437679","100","60.516","78.9339","50.815","51.79798","50","59.6111","55.67902","60.516","0.74","60.444","0.12","69.38","71.22","2.65",""
"EXTR","Extreme Networks Inc","13286783","52.6","60.51","76.1811","55.548","49.80143","12.564355","26.215","45.46846","60.51","40.22","63.483","-4.68","18.47","21.87","18.41",""
"IBKR","Interactive Brokers Group, Inc","8905734","100","60.499","78.3564","50.559","52.58241","48.05578","37.64125","55.8488","60.499","0.66","64.643","-6.41","77.22","80.49","4.23",""
"PPTA","Perpetua Resources Corp","128443411","50","60.491","80.8546","53.8","46.81843","69.04894","99.93293","61.73264","60.491","19.61","56.217","7.6","4.47","4.83","8.05",""
"HOV","Hovnanian Enterprises Inc","266150572","100","60.489","75.1723","55.331","50.96231","50","99.29993","55.08606","60.489","35.69","60.316","0.29","91.7","88.17","-3.85",""
"ESGR","Enstar Group Limited","57789709","86.1","60.488","71.1003","56.018","54.34541","20.482125","3.9874","58.41143","60.488","13.76","58.39","3.59","244.93","256","4.52",""
"ODFL","Old Dominion Freight Line Inc","953883","68.95","60.466","77.949","52.977","50.47253","50","63.61557","52.29738","60.466","2.83","60.662","-0.32","310.48","319.67","2.96",""
"WLK","Westlake Chemical Corp","20600526","83.1","60.454","74.8017","52.711","53.84873","42.7409","12.93102","51.31293","60.454","6.94","60.64","-0.31","112.47","113.01","0.48",""
"HRB","H&R Block Inc","207604868","50","60.447","72.7951","57.859","50.68736","0.986505","0","42.23983","60.447","1.09","64.401","-6.14","29.92","30.74","2.74",""
"HQI","Hirequest Inc","8242749","50","60.442","79.2438","53.357","48.72432","50","84.8436","54.10607","60.442","19.68","62.944","-3.97","23.8","24.2","1.68",""
"V","VISA INCORPORATION ORD","443283","51.25","60.431","76.8159","54.904","49.5728","50","76.26832","61.44364","60.431","0.24","57.735","4.67","223.82","228.79","2.22",""
"AN","AutoNation, Inc","9236264","86.05","60.427","74.1313","55.021","52.1291","50","88.58884","49.85258","60.427","8.38","62.723","-3.66","136.1","139.57","2.55",""
"FLEX","Flextronics Intl Inc","1060708","70.45","60.423","77.4593","55.953","47.85711","12.761685","0.01476","49.20236","60.423","26.54","63.567","-4.95","25.6","26.13","2.07",""
"GATO","Gatos Silver Inc","12167652","-29.7","60.419","80.2731","49.952","51.03129","76.9342","96.31207","59.09048","60.419","1.37","54.868","10.12","4.99","4.57","-8.42",""
"MRUS","Merus BV","2862677","50","60.418","69.981","63.647","47.62651","66.86106","100","61.82368","60.418","10.62","59.453","1.62","20.59","21.95","6.61",""
"SNPS","Synopsys Inc","259816","62.15","60.414","79.3928","52.243","49.60631","57.536375","100","56.84594","60.414","24.21","60.187","0.38","434.3","449.36","3.47",""
"LFST","Lifestance Health Group Inc","150710203","-12.55","60.373","71.501","58.6","51.01848","100","100","63.42412","60.373","11.53","55.306","9.16","8.01","8.46","5.62",""
"BYD","Boyd Gaming Corporation","35564597","71.05","60.359","77.1646","50.755","53.15694","50","75.23452","56.28146","60.359","5.43","58.846","2.57","65.13","66.3","1.8",""
"AAPL","Apple","297703736","60.7","60.355","73.8796","55.715","51.46982","63.84744","100","56.32447","60.355","10.14","57.956","4.14","173.32","180.95","4.4",""
"DCI","Donaldson Co Inc","915223","68.8","60.347","77.1041","50.074","53.86253","39.92324","84.75328","54.66447","60.347","2.35","62.354","-3.22","63.68","59.58","-6.44",""
"AXGN","Axogen Inc","82121108","50","60.346","70.175","62.408","48.45627","54.218485","48.39328","50.28366","60.346","3.46","55.339","9.05","8.9","8.84","-0.67",""
"RTX","Raytheon Technologies Corporation","53337306","42.7","60.334","76.9358","52.403","51.66297","9.31151","52.17381","54.21072","60.334","0.22","58.437","3.25","93.72","96.08","2.52",""
"WMK","Weis Markets Inc","14885946","50","60.332","78.3949","48.632","53.96797","80.210435","42.95416","50.38033","60.332","1.31","59.564","1.29","62.2","62.93","1.17",""
"OC","Owens-Corning Inc","601380179","66.85","60.331","75.7965","53.671","51.52402","50","48.78254","53.62517","60.331","11.62","59.475","1.44","109.46","113.52","3.71",""
"MRTN","Marten Transport Ltd","634712","72.4","60.329","76.7739","52.725","51.48756","35.86414","9.37504","47.77365","60.329","5.55","62.473","-3.43","21.54","22.03","2.27",""
"RGA","Reinsurance Group of America, Incorporated","243946621","100","60.328","77.3824","51.831","51.77039","0","1.13504","48.39246","60.328","7.32","61.298","-1.58","144.25","145.68","0.99",""
"FOLD","Amicus Therapeutics Inc","2269920","38.65","60.327","75.3162","57.596","48.06898","7.532475","0","49.3326","60.327","8.51","61.146","-1.34","11.12","12.17","9.44",""
"COHU","Cohu Inc","58791590","52.25","60.324","75.832","55.541","49.60039","68.47654","73.30718","57.07676","60.324","13.71","61.354","-1.68","37.32","38.49","3.14",""
"BIIB","Biogen Inc","4137238","37.3","60.322","83.0831","49.129","48.75487","24.748035","35.50363","50.16231","60.322","10.03","56.426","6.9","298.51","300.2","0.57",""
"FANG","Diamondback Energy, Inc","248143685","84","60.317","76.1829","49.326","55.44223","11.748095","23.49663","51.4347","60.317","1.49","60.861","-0.89","131.93","131.35","-0.44",""
"CWST","Casella Waste Systems Inc","674902","54.75","60.316","75.6193","52.098","53.23183","93.93481","89.22942","55.10367","60.316","8.71","56.643","6.48","92.33","93.82","1.61",""
"JANX","Janux Therapeutics Inc","36934378","50","60.316","71.8503","58.543","50.55334","37.72294","0","61.31925","60.316","3.34","59.84","0.8","11.31","13.67","20.87",""
"UNVR","Univar Inc","3033390","1.05","60.299","82.6329","48.559","49.70485","66.994695","86.74187","46.07236","60.299","1.62","60.278","0.03","35.71","35.66","-0.14",""
"SAH","Sonic Automotive Inc","10131209","50","60.29","72.5762","56.083","52.2099","50","22.50367","50.53011","60.29","2.26","63.189","-4.59","41.87","43.61","4.16",""
"BBSI","Barrett Business Services Inc","10467287","50","60.289","75.8075","51.436","53.62405","0","0","45.76988","60.289","0","61.133","-1.38","83.43","87.15","4.46",""
"ROCC","Ranger Oil Corp","3947390","49.2","60.283","79.3194","49.773","51.7556","15.239605","32.44843","60.1806","60.283","2.22","60.374","-0.15","38.04","39.29","3.29",""
"LEGH","Legacy Housing Corp","188104653","92.3","60.282","76.7281","53.535","50.5829","69.517675","97.07305","53.81557","60.282","9.06","59.325","1.61","20.28","20.09","-0.94",""
"OVID","Ovid Therapeutics Inc","10298406","50","60.281","76.2498","57.214","47.38014","50","89.60294","52.6638","60.281","25.83","54.593","10.42","3.4","3.665","7.79",""
"ATGE","Adtalem Global Education Inc","182450825","45.3","60.275","77.3756","51.341","52.10742","37.429835","26.88795","45.17629","60.275","10.54","59.161","1.88","42.41","43.43","2.41",""
"WEX","Wex Inc","615630","100","60.275","75.5783","52.717","52.52919","50","25.0661","53.91646","60.275","0","60.97","-1.14","168.34","176.38","4.78",""
